aluminium,ammonia,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium,is_safe
 0.00 ,18.44,0.06,0.22,0.02,0.09,0.09,1.34,0.26,0.07,0.008,0.113,2.19,0.6,0.01,2.64,1.73,0.09,0.04,0.04,0
 0.10 ,18.66,0.01,0.22,0,0,0.05,0.18,0.13,0,0.79,0.132,9.78,0.27,0.006,1.94,2.17,0,0.08,0.06,0
 0.04 ,7.97,0.06,0.8,0.07,0.16,0.08,1.28,0.32,0,0.53,0.175,1.42,0.35,0.007,3.32,3.85,0.01,0.1,0.02,0
 0.01 ,16.13,0.05,0.57,0.07,0.09,0.07,1.14,1.14,0,0.004,0.045,9.14,0.87,0.01,0.14,2.3,0.02,0.05,0.04,1
 0.07 ,13.86,0.1,1.13,0.03,0.12,0.08,0.71,0.52,0,0.007,0.146,8.64,0.1,0.003,1.36,0.18,0.07,0.06,0.01,1
 0.02 ,26.81,0.05,0.47,0.02,0.21,0.01,1.99,0.22,0,0.008,0.085,4.16,1.54,0.008,5.03,0.55,0.09,0.07,0.03,0
 0.06 ,17.87,0.09,0.91,0.08,0.05,0.01,1.21,1.21,0,0.83,0.105,8.91,0.97,0.003,13.08,0.85,0.04,0.02,0.05,0
 0.09 ,14.35,0.04,1.53,0.06,0.5,0.05,1.3,0.5,0.1,0.008,0.036,2.65,0.51,0.008,0.01,0.28,0.01,0.04,0.02,1
 0.05 ,8.71,0.05,0.79,0.09,0.38,0.1,0.95,0.28,0,0.53,0.182,19.42,0.64,0.009,0.32,0.22,0.08,0.02,0.09,0
 0.10 ,27.79,0.03,0.76,0.09,0.27,0.1,0.01,0.43,0,0.007,0.033,6.24,0.34,0.001,6.56,1.59,0.01,0.09,0.05,1
 0.01 ,25.54,0.05,0.95,0.05,0.02,0.04,1.44,0.3,0,0.004,0.162,2.96,0.01,0.008,1.09,1.54,0.01,0.05,0,0
 0.06 ,9.9,0.04,0.15,0.05,0.59,0,0.52,0.32,0,0.002,0.11,4.17,0.74,0,11.84,3.74,0.01,0.05,0.02,1
 0.01 ,21.51,0.05,1.76,0.06,0.48,0.05,1.44,0.58,0,0.96,0.191,10.55,0.61,0.008,2.16,0.48,0.02,0.01,0.08,0
 0.04 ,8.61,0.06,0.73,0.1,0.03,0.06,1.01,0.68,0,0.006,0.127,15.71,0.74,0.006,6.39,0.8,0,0.05,0.01,0
 0.07 ,14.7,0.07,2.52,0.06,0,0.01,1.64,0.86,0,0.64,0.032,10.3,0.45,0.006,1.1,1.8,0.03,0.02,0.06,0
 0.08 ,15.29,0.1,1.79,0.07,0.51,0.03,0.22,0.01,0,0.76,0.052,15.66,0.3,0.009,0.32,3.51,0.01,0.1,0.05,0
 0.09 ,17.35,0.03,1.74,0.06,0.05,0.08,0.22,1.09,0,0.57,0.101,10.69,0.31,0.001,6.03,0.66,0.04,0.01,0.01,0
 0.09 ,20.96,0.06,0.84,0.03,0.45,0.01,0.76,1.16,0,0.79,0.049,17.18,0.12,0.006,1.51,0.81,0.07,0.04,0,0
 0.06 ,13.1,0.05,1.77,0.01,0.1,0.02,1.5,0.69,0,0.82,0.053,1.28,0.61,0.005,0.92,0.99,0.05,0.02,0.07,0
 0.06 ,2.71,0.01,1.29,0.07,0.14,0,1.99,1.29,0,0.86,0.047,8.07,0.22,0.002,0,0.15,0.04,0.08,0.02,0
 0.05 ,21.75,0.09,0.07,0.1,0.02,0.06,1.57,0.66,0,0.58,0.071,14.28,0.03,0.008,6.75,2.12,0.05,0.08,0.06,0
 0.01 ,3.78,0.1,0.26,0.03,0.07,0.08,1.23,0.86,0,0.87,0.019,16.86,0.49,0.007,2.01,0.17,0.01,0.05,0.08,0
 0.02 ,12.86,0.02,2.67,0.06,0.19,0.02,0.25,1.25,0,0.7,0.129,16.44,0.63,0.003,3.5,1.66,0.03,0.05,0.07,0
 0.02 ,18.98,0.04,0.42,0.03,0.02,0.06,0.87,0.69,0,0.55,0.153,6.01,0.09,0.007,2.71,2.42,0.01,0.03,0.08,0
 0.07 ,22.73,0.02,1.9,0.01,0.1,0.09,1.77,0.62,0,0.006,0.137,15.41,0.2,0.004,8.66,0.01,0.01,0.02,0.05,0
 0.03 ,12.39,0.04,2.43,0.02,0.07,0.06,0.73,0.68,0,0.006,0.053,18.32,0.37,0.008,2.2,0.64,0.1,0.07,0.04,0
 0.06 ,10.2,0.06,0.17,0.09,0.32,0.08,1.1,1.48,0,0.75,0.147,8.72,0.71,0.007,5.15,0.78,0.02,0.03,0.02,0
 0.07 ,8.73,0.02,0.99,0.04,0.38,0.1,0.77,0.76,0,0.51,0.086,10.77,0.09,0,5.77,5.12,0.02,0.03,0.08,0
 0.05 ,29.17,0.09,0.59,0.03,0.27,0.06,0.14,1.42,0,1,0.082,11.89,0.01,0.006,0.21,0.24,0,0.08,0.05,0
 0.01 ,17.42,0,0.54,0.03,0.28,0.1,0.62,0.97,0,0.006,0.12,9.3,0.86,0.003,0.09,0.64,0.01,0.08,0.07,0
 0.04 ,18.96,0.01,0.81,0.03,0.14,0.1,0.36,0.73,0,0,0.003,14.44,0.89,0.005,1.14,0.35,0.03,0.09,0.02,0
 0.06 ,11.78,0.04,0,0.03,0.52,0.08,1.43,1.49,0,0.58,0.16,6.34,0.96,0,3.78,2.69,0,0.04,0,0
 0.00 ,26.17,0.02,0.1,0.05,0.31,0.06,1.65,0.08,0,0.51,0.025,14.18,0.51,0.002,0.16,2.77,0.08,0.03,0.06,0
 0.04 ,6.41,0.04,0.82,0.02,0.09,0.03,0.05,1.21,0,0.001,0.015,2.29,0.13,0.001,3.45,3.77,0.09,0.03,0.01,1
 0.03 ,8.61,0.06,0.96,0.08,0.04,0.07,0.16,0.87,0,0.67,0.18,11.7,0.45,0.003,7.49,0.43,0.07,0.09,0.01,0
 0.03 ,11.38,0.02,0.52,0.08,0.07,0.09,0.13,1.29,0,0.82,0.072,13.29,0.75,0.006,3.42,0.22,0.02,0.01,0.04,0
 0.08 ,0.33,0.09,0.75,0.03,0.07,0.06,1.72,0.89,0.09,0.005,0.184,10.41,0.17,0.001,7.52,2.05,0,0.03,0.08,0
 0.09 ,14.57,0.03,2.4,0.06,0.37,0.05,0.65,0.73,0,0.53,0.132,4.62,0.13,0.007,3.33,1.21,0.05,0.09,0.05,0
 0.06 ,15.77,0.06,1.52,0.05,0.17,0.04,1.67,1.21,0,0.65,0.042,10.59,0.73,0.005,6.11,0.18,0.06,0.07,0.05,0
 0.09 ,9.18,0.06,0.89,0.07,0.01,0.09,1.89,1.18,0,0.75,0.092,7.95,0,0.002,5.06,0.85,0.07,0.01,0.07,0
 0.04 ,1.04,0.01,1.79,0.07,0.03,0.05,0.94,0.26,0,0.009,0.023,11.69,0.7,0.003,10.96,3.63,0.06,0.02,0.04,0
 0.04 ,18.85,0.08,1.24,0.09,0.1,0.08,0.85,1.01,0,0.008,0.045,2.83,0.57,0.005,7.07,2.45,0.01,0.09,0.01,0
 0.07 ,18.19,0.02,0.92,0.1,0.32,0.06,0.29,0.5,0,0.7,0.136,18.9,1.46,0.001,0.02,0.74,0.02,0.08,0.02,0
 0.09 ,8.56,0.05,1.59,0.04,0.07,0.03,1.7,0.29,0,0.78,0.185,13.11,0.16,0.006,1.94,0.37,0.03,0.01,0.04,0
 0.01 ,4.21,0.01,1.62,0.07,0.01,0.07,0.72,0.42,0,0.75,0.07,12.99,0.03,0.005,9.19,2.11,0,0.02,0.03,0
 0.00 ,15.67,0.09,2.22,0.1,0.02,0.04,1.5,0.25,0.02,0,0.083,6.45,0.35,0.009,13.59,0.6,0.02,0.01,0,0
 0.03 ,1.43,0.03,1.57,0.07,0.03,0.08,1.52,0.76,0,0.57,0.155,8.79,1,0.002,1.56,0.41,0.1,0.02,0.08,0
 0.10 ,4.89,0.06,1.88,0.01,0.15,0.06,1.51,0.89,0,0.55,0.164,9.24,0.73,0.001,1.6,0.31,0.08,0.1,0.09,0
 0.06 ,21.43,0.08,1.73,0.03,0.04,0.08,0.24,0.66,0.09,0.008,0.17,16.54,0.39,0.006,0.34,0.18,0.02,0.06,0.02,0
 0.09 ,29.41,0.09,1.83,0.07,0.19,0.08,1.16,1.06,0,0.82,0.12,7.09,0.26,0.001,2.17,3.5,0.04,0.04,0.04,0
 0.01 ,24.76,0.07,0.88,0.02,0.12,0.06,0.87,0.16,0,0.003,0.043,6.92,0.61,0.008,1.53,0.49,0.02,0.09,0.05,1
 0.09 ,19.04,0.07,0.03,0.1,0.17,0,0.02,0.04,0,0.76,0.198,11.53,0.38,0.006,3.34,2.2,0.06,0.04,0.02,0
 0.03 ,22.49,0.09,3.75,0.09,0.32,0.04,1.94,1.27,0.08,0.008,0.194,13.47,0.13,0.005,0.21,1.04,0.08,0.06,0.07,0
 0.04 ,23.31,0.07,0.26,0.04,0.15,0.05,1.57,0.43,0.04,0.003,0.089,14.9,0.73,0.005,1.76,4.54,0.03,0.07,0.03,0
 0.08 ,22.67,0.07,1.97,0.06,0.16,0.05,1.95,1.38,0,0.003,0.191,18.81,0.44,0.009,0.29,0.53,0.05,0.08,0.02,0
 0.09 ,17.45,0.04,0.67,0.03,0.17,0.07,1.4,0.5,0,0.005,0.044,3.65,0.17,0.001,10.49,1.04,0.04,0.04,0.03,0
 0.02 ,9.6,0.05,2.15,0.06,0.05,0.03,0.55,1.27,0,0.61,0.087,17.21,0.7,0.009,6.12,0.61,0.09,0.04,0.05,0
 0.05 ,0.76,0.02,1.53,0.04,0.24,0.07,1.39,1.12,0.1,0.001,0.108,9.6,0.76,0.009,0.66,0.82,0.02,0.09,0.07,0
 0.01 ,25.84,0.07,0.67,0.02,0.04,0,0.37,1.29,0,0.62,0.122,12.49,0.86,0.007,0.5,0.14,0.04,0,0.08,0
 0.08 ,21.31,0.08,2.51,0.02,0.27,0,0.35,1.43,0,0.71,0.061,18.22,0.58,0.004,8.77,1.69,0.05,0.01,0.03,0
 0.03 ,0.59,0.06,0.85,0,0.12,0.08,1.45,0.52,0,0.003,0.088,1.04,0.81,0.007,7.65,1.14,0.01,0.01,0.01,0
 0.07 ,13.48,0.03,0.38,0.02,0.07,0.04,1.06,0.53,0,0.96,0.158,12.43,0.59,0.002,0.91,0.68,0.03,0.04,0.03,0
 0.01 ,19.34,0.09,0.08,0.04,0.03,0.06,0.5,0.74,0,0.5,0.074,19.44,0.21,0.008,2.69,0.99,0.05,0.08,0.04,0
 0.05 ,27.03,0,1.77,0.09,0.14,0.03,0.27,0.93,0,0.5,0.07,16.8,0.1,0.002,0.24,3.08,0.06,0.07,0.02,0
 0.04 ,9.38,0.02,0.15,0.1,0.07,0.08,0.01,0.01,0,0.5,0.148,10.61,1.98,0.007,8.18,0.27,0.06,0,0.02,0
 0.02 ,16.33,0.07,1.32,0.09,0.4,0.09,1.24,0.92,0,0.006,0.172,6.48,0.59,0.004,9.89,1.76,0.08,0.07,0.01,0
 0.01 ,11,0.05,0,0.07,0.09,0.05,1.54,0.32,0,0.006,0.041,18.76,0.59,0.009,4.27,4.48,0.06,0.1,0.08,0
 0.09 ,10.35,0.05,1.14,0.04,0.09,0.03,1.04,1.39,0.07,0.006,0.176,4.36,0.82,0.008,1.75,2.88,0.03,0.08,0.05,0
 0.07 ,4.88,0,0.18,0.07,0.29,0.01,0.33,1.33,0,0.59,0.136,11.66,0.45,0.008,8.05,3.79,0.01,0.03,0.01,0
 0.09 ,3.35,0.04,0.58,0.01,0.18,0.06,0.6,0.07,0,0.79,0.164,0.84,0.28,0.01,3.89,0.58,0.06,0.06,0.04,0
 0.01 ,15.71,0.05,0.9,0.07,0.04,0.08,1.64,0.61,0,1,0.038,11.56,0.46,0.006,0.1,2.07,0.02,0.01,0.08,0
 0.05 ,14.23,0.02,0.61,0.05,0.59,0.05,0.81,0.24,0,0.005,0.005,17.58,0.61,0.002,0.02,0.49,0.04,0.08,0.03,0
 0.07 ,27.2,0,0.89,0,0.02,0.01,1.69,0.98,0,0.004,0.181,6.11,0.61,0.008,2.56,0.64,0.07,0.03,0.01,0
 0.09 ,28.34,0.05,0.32,0.01,0.07,0.03,1.51,0.36,0,0.78,0.159,13.51,0.36,0.008,2.15,0.45,0.07,0.02,0.07,0
 0.10 ,1.17,0.07,1,0.05,0.03,0.06,1.99,0.48,0,0.001,0.05,18.34,0.04,0,2.76,3.16,0.09,0.01,0,0
 0.02 ,8.59,0.08,1.45,0.02,0.26,0.05,1.22,1.06,0,0.008,0.103,4.49,0.4,0.007,0.67,3.4,0.01,0.06,0.07,1
 0.04 ,13.62,0.01,0.22,0.02,0.04,0.07,1.3,0.37,0,0.98,0.156,10.39,0.81,0.008,1.07,0.39,0.05,0.01,0,0
 0.06 ,4.56,0.07,1.74,0.05,0.18,0.05,1.38,1.39,0,0.87,0.047,2.86,0.44,0.001,3.19,1,0.09,0,0.08,0
 0.06 ,22.77,0.1,0.07,0.06,0.1,0.09,0.5,0.85,0,0.004,0.034,4.48,0.88,0.007,10.85,0.99,0.09,0.02,0.02,1
 0.04 ,25.05,0.02,0,0.04,0.15,0.02,0.78,0.09,0,0.83,0.138,10.95,0.61,0.009,2.65,3.48,0.09,0.1,0.05,0
 0.06 ,20.02,0.02,1.3,0.05,0.17,0.05,0.17,0.59,0.07,0.008,0.159,18.26,0.88,0.008,2.63,0.41,0.01,0,0.09,0
 0.05 ,17.54,0.1,0.83,0.05,0.08,0.07,1.45,1.4,0,0.003,0.102,8.74,0.93,0.002,8.93,0.49,0.01,0.07,0.04,0
 0.02 ,15.78,0.05,0.83,0.04,0.09,0.06,0.04,1.16,0,0.51,0.044,5.21,0.9,0.006,2.73,2.56,0.04,0.09,0.08,0
 0.09 ,12.35,0.04,0.64,0.07,0.58,0.01,1.8,1.46,0,0.004,0.113,10.48,0.53,0.006,1.24,0.18,0.09,0.09,0.07,0
 0.05 ,23.22,0.06,0.33,0.09,0.34,0.05,1.83,1.03,0,0.009,0.137,10.72,0.16,0.002,0.4,0.05,0.06,0.04,0.02,0
 0.02 ,18.85,0.06,0.01,0.06,0.08,0.09,1.37,0.65,0.09,0.006,0.034,11.57,1.74,0.008,6.99,0.77,0.06,0.09,0.02,0
 0.05 ,27.95,0.07,2.87,0.07,0.24,0.07,0.52,0.22,0,0.69,0.064,13.53,0.56,0.004,2.9,5.62,0.03,0.04,0.07,0
 0.03 ,13.96,0.06,0.85,0.05,0.12,0.06,1.45,0.28,0,0.52,0.197,8.72,0.71,0.006,7.17,1.31,0.06,0.03,0.08,0
 0.00 ,3.62,0.09,0.17,0.04,0.29,0.03,0.75,0.44,0,0.68,0.157,16.44,0.32,0.002,4.27,0.72,0.04,0.06,0.04,0
 0.01 ,3.49,0.07,0.19,0.03,0.01,0.07,0.07,0.7,0.01,0,0.008,7.72,0.15,0.006,2.7,0.88,0.06,0.02,0.08,1
 0.02 ,1.81,0.05,0.55,0,0.02,0.07,1.66,0.79,0,0.73,0.059,5.36,0.45,0.006,1.43,1.21,0.06,0.03,0.05,0
 0.07 ,8.09,0,0.16,0.02,0.17,0.06,1.96,0.82,0,0.005,0.037,14.11,0.98,0,1.28,0.91,0,0.09,0.01,0
 0.10 ,17.04,0.08,0.64,0.05,0.72,0.06,0.57,1.44,0,0.003,0.092,7.89,0.2,0.009,0.21,0.92,0.02,0.04,0.07,1
 0.01 ,5.23,0.06,0.62,0.04,0.39,0.06,0.65,1.5,0,0.79,0.118,12.04,0.36,0.002,4.49,1.76,0.01,0.02,0.06,0
 0.06 ,18.95,0.04,0.18,0.04,0.02,0.06,0.36,1.39,0,0.8,0.116,3.63,0.13,0.001,0.13,6.98,0.06,0.05,0.08,0
 0.01 ,17.66,0.03,0.16,0,0.12,0.08,1.07,1.44,0.07,0.005,0.06,10.43,0.4,0.006,0.57,0.53,0.1,0.06,0.08,0
 0.01 ,20.83,0.08,1.09,0.04,0.03,0.09,0.08,1.19,0,0.7,0.157,11.04,0.05,0,5.25,0.74,0.04,0.01,0.02,0
 0.06 ,15.42,0.06,0.81,0.03,0.56,0.1,1.64,0.78,0,0.61,0.038,7.25,0.56,0.009,8.77,0.49,0.09,0.04,0.03,0
 0.09 ,1.48,0.02,0.27,0.08,0.07,0.06,1.39,1.19,0,0.001,0.194,1.49,0.05,0.009,0.29,4.63,0.08,0,0.02,0
 0.04 ,6.17,0.09,0.06,0.04,0.34,0.06,0.5,1.34,0,0.003,0.095,2.44,0.45,0.001,3.82,4.64,0.01,0.04,0.07,1
 0.04 ,1.17,0.09,1.24,0.07,0.12,0.04,0.55,0.96,0,0.004,0.062,15.18,0.37,0.003,0.15,0.42,0.03,0.02,0.04,0
 0.02 ,24.68,0.06,1.49,0.08,0.07,0.06,0.66,1,0,0.67,0.182,12.34,0.95,0.004,10.86,0.78,0.07,0.02,0,0
 0.01 ,8.01,0.05,0.79,0.06,0.17,0.03,0.06,0.74,0.05,0.003,0.075,4.43,0.37,0.003,5.17,6.68,0.05,0.06,0,0
 0.05 ,25.68,0.06,0.86,0.08,0.06,0.04,0.05,1.43,0,0.92,0.04,4.95,0.7,0.007,6.96,0.9,0.01,0.06,0.01,0
 0.00 ,19.9,0.01,3.09,0.02,0.18,0.06,0.79,0.59,0,0.007,0.024,3.62,0.91,0.002,2.88,6,0.06,0.09,0.09,0
 0.08 ,9.49,0.02,0.53,0.04,0.17,0.04,1.26,1.33,0,0.006,0.164,3.02,0.68,0,0.22,0.34,0.01,0.01,0.01,0
 0.01 ,28.12,0.07,0.96,0.03,0.47,0.08,0.21,1.04,0,1,0.105,5.33,0.68,0.009,11.88,0.47,0.06,0.03,0.03,0
 0.06 ,19.94,0.09,3.05,0.09,0.5,0.02,1.94,0.8,0,0.004,0.124,13.13,0.23,0.01,5.18,0.22,0.01,0.05,0.04,0
 0.01 ,9.82,0.09,0.64,0.05,0.06,0.07,0.71,1.43,0,0.58,0.144,2.44,0.43,0.009,5.33,3.03,0.05,0.09,0.01,0
 0.08 ,1.73,0.07,1.89,0.07,0.09,0.06,1.33,1,0,0.005,0.152,17,0.08,0.006,2.94,1.23,0.07,0.09,0.06,0
 0.02 ,27.8,0.04,0.3,0.01,0.07,0,0.89,1.41,0,0.74,0.119,12.52,0.37,0.009,2.75,0.55,0.06,0.09,0.01,0
 0.09 ,21.26,0.03,1.04,0.09,0.01,0.03,0.55,0.19,0,0.72,0.089,0.84,0.69,0.004,6.75,3.56,0.01,0.04,0.03,0
 0.10 ,8.41,0.01,2.74,0.02,0.28,0.1,1.53,1.04,0.08,0.001,0.064,14.39,0.76,0.007,4.41,0.6,0,0.01,0.08,0
 0.01 ,18.62,0.01,0.81,0.05,0.49,0.02,1.04,1.19,0,0.001,0.079,8.6,0.08,0.008,2.4,2.16,0.03,0.03,0,1
 0.05 ,8.38,0.1,0.5,0.04,0.15,0.03,1.09,0.4,0.02,0.002,0.125,7.21,0.57,0.008,1.94,2.98,0.01,0.01,0.04,0
 0.10 ,1.46,0.09,0.62,0.02,0.3,0.06,0.88,1.45,0,0.58,0.067,13.46,0.35,0.007,0.81,0.81,0.04,0.01,0.01,0
 0.02 ,21.69,0.06,0.81,0.01,0.05,0.03,1.32,1.23,0,0.56,0.049,19.42,0.7,0.007,5.78,0.65,0.06,0.08,0,0
 0.05 ,18.27,0.1,0.98,0.05,0.01,0.08,0.46,1.43,0,0.003,0.08,18.33,0.89,0.005,5.54,0.13,0.02,0.07,0.06,0
 0.01 ,18.48,0.08,0.21,0.06,0.19,0.06,0.73,0.82,0,0.7,0.122,2.99,0.28,0.007,4.65,1.74,0.1,0.08,0.04,0
 0.04 ,17.85,0.02,0.84,0.01,0.02,0.01,1.44,1.42,0,0.007,0.177,0.91,0.75,0.002,3.27,1.16,0.06,0.06,0.06,0
 0.01 ,23.35,0.01,0.09,0.07,0.03,0.09,1.33,1.37,0.09,0.008,0.042,11.58,0.01,0.001,10.09,0.92,0.07,0,0.02,0
 0.01 ,23.32,0.04,0.63,0.09,0.37,0,0.37,0.49,0,0.007,0.185,11.83,0.18,0.01,0.49,2.13,0.06,0,0.02,0
 0.01 ,14.87,0.09,0.67,0.07,0.04,0.1,0.98,0.23,0,0.93,0.164,5.05,0.19,0.007,1.4,0.57,0.06,0.01,0.05,0
 0.06 ,12.08,0.09,0.05,0.08,0.16,0.03,0.71,1.26,0,0.75,0.102,18.68,0.85,0.006,3.55,4.39,0.03,0.03,0.07,0
 0.07 ,22.72,0.07,0.64,0.06,0.06,0.02,1.38,1.26,0,0.007,0.152,4.9,0.66,0.01,0.25,0.45,0.06,0.03,0.06,0
 0.07 ,12.95,0.07,0.63,0.02,0.02,0.08,1.11,1.19,0,0.72,0.1,3.68,0.33,0.001,5.36,0.99,0.04,0.02,0.02,0
 0.07 ,21.67,0.05,1.36,0.07,0.32,0.02,0.53,0.95,0,0.004,0.011,13.09,0.47,0.006,4.56,0.3,0.03,0.07,0.05,0
 0.07 ,11.23,0.04,1.22,0.03,0.16,0.03,1.18,0.88,0,0.001,0.032,4.07,0.98,0.003,1.28,0.51,0.06,0.03,0.07,1
 0.04 ,24.82,0.04,1.21,0.08,0.05,0.05,1.96,1.32,0,0.85,0.192,14.27,0.52,0.002,3.18,1.72,0.09,0.03,0.09,0
 0.08 ,20.29,0.1,0.99,0.04,0.12,0.09,1.36,0.66,0,0.76,0.11,10.11,0.32,0.006,8.76,2.34,0.08,0.08,0.04,0
 0.02 ,24.45,0.04,0.62,0.03,0.1,0.03,1.89,0.7,0,0.77,0.172,14.52,0.29,0.004,0.03,3.19,0.02,0.1,0.05,0
 0.01 ,11.7,0.07,0.67,0.01,0.32,0.08,1.89,0.17,0,0.66,0.124,17.61,0.64,0.009,0.23,1.21,0.07,0.05,0.02,0
 0.05 ,13.85,0.06,0.55,0.09,0.05,0.06,1.86,0.45,0,0.003,0.185,1.28,0.34,0.003,5.7,0.72,0.07,0.07,0.01,0
 0.09 ,24.05,0.03,0.42,0.09,0.08,0.01,0.72,0.87,0,0.001,0.033,18.67,0.02,0.004,4.47,0.04,0.08,0.06,0.04,0
 0.10 ,28.38,0.01,0.25,0.09,0.14,0.02,0.13,0.82,0,0.008,0.088,16.26,1.02,0,3.27,1.61,0.05,0.1,0.02,0
 0.06 ,24.43,0.04,0.73,0,0.49,0.07,0.03,1.27,0,0.82,0.041,17.16,0.35,0.009,1.08,3.13,0.05,0.03,0.07,0
 0.02 ,3.44,0.03,2.42,0.04,0.42,0.03,1.53,1.25,0,0.6,0.164,12.09,0.44,0.002,3.97,0.63,0.06,0.03,0.04,0
 0.09 ,27.96,0.07,3,0.04,0.1,0.01,0.25,1.16,0,0.98,0.191,11.85,0.17,0.007,4.42,1.73,0.03,0.1,0.07,0
 0.09 ,23.77,0.06,0.12,0.06,0.06,0.02,1.09,0.97,0,0.003,0.051,4.08,0.6,0.006,0.07,4.16,0.04,0.01,0.08,1
 0.06 ,0.38,0.01,0.37,0.09,0.68,0.05,1.74,0.36,0,0.007,0.187,4.73,0.94,0.002,4.78,0.61,0.06,0.09,0.06,0
 0.04 ,7.79,0,0.22,0.04,0.39,0.03,1.94,0.78,0,0.89,0.101,12.61,0.14,0.008,10.96,6.31,0.02,0.04,0.04,0
 0.09 ,0.12,0.04,0.4,0.09,0.49,0.02,1.96,0.84,0,0.006,0.007,3.92,0.44,0.01,0.24,3.49,0.1,0.01,0.01,0
 0.05 ,23.14,0,1.26,0.06,0,0.06,1.41,0.37,0,0.79,0.085,6.09,0.13,0.007,3.69,0.36,0.06,0.06,0.08,0
 0.06 ,29.36,0.04,0.98,0.02,0.04,0.01,1.32,1.3,0,0.73,0.086,5.72,0.65,0.001,3.78,3.58,0.07,0.02,0.03,0
 0.02 ,13.86,0.04,0.86,0.1,0.09,0.09,1.6,0.15,0,0.91,0.01,14.63,0.56,0.006,6.23,0.11,0.04,0.09,0,0
 0.07 ,27.35,0.05,0.28,0.02,0.09,0.08,1.24,0.14,0,0.51,0.032,19.47,0.66,0,4.43,0.82,0.03,0.07,0.01,0
 0.02 ,8.63,0,1.83,0.05,0.22,0.01,1.17,0.9,0,0.51,0.13,3.09,0.23,0.01,0.05,2.78,0,0.1,0.01,0
 0.01 ,2.61,0,0.88,0.01,0.44,0.03,1.44,0.17,0,0.99,0.096,15.48,0.28,0.008,0.05,0.03,0.08,0.07,0.03,0
 0.08 ,6.24,0.07,0.84,0.02,0.54,0.02,0.33,0.82,0,0.004,0.093,1.51,0.28,0.004,0.35,0.59,0.03,0.08,0.05,1
 0.10 ,0.17,0.03,0.39,0.03,0.22,0.07,1.66,0.64,0.1,0.002,0.124,12.69,0.47,0.007,7.84,0.57,0.05,0.09,0.02,0
 0.04 ,7.21,0.03,1.9,0.05,0.06,0.07,1.89,0.65,0,0.008,0.011,14.72,0.5,0.001,0.1,2.25,0.08,0.08,0.07,0
 0.10 ,14.37,0.09,2.91,0.03,0.01,0.05,0.59,0.54,0,0.001,0.124,17.66,0.02,0.002,3.31,6.55,0.03,0.01,0,0
 0.07 ,8.45,0.01,1.21,0.03,0.08,0.03,0.7,0.8,0,0.97,0.1,19.02,0.07,0.001,3.4,0.3,0.05,0.08,0,0
 0.02 ,16.23,0.04,0.66,0.05,0.02,0.06,1.75,0.76,0,0.003,0.092,13.98,0.52,0.01,5.59,1.94,0.05,0.02,0.04,0
 0.07 ,16.98,0.08,0.41,0.09,0.6,0.09,0.11,0.21,0,0.61,0.059,3.15,1.62,0.01,0.22,4.19,0.1,0.02,0.05,0
 0.05 ,21.98,0.04,0.04,0.03,0.48,0.01,1.72,0.81,0,0.87,0.15,2.75,0.4,0.004,0.62,6.94,0.02,0.02,0.05,0
 0.06 ,1.89,0.09,0.21,0.08,0.37,0.08,0.06,0.04,0.08,0.005,0.078,11.38,1.56,0.001,4.08,0.97,0.08,0.04,0.04,0
 0.02 ,0.53,0.06,1.27,0.02,0.06,0.05,1.37,0.62,0,0.92,0.112,8.48,0.26,0.007,0.47,1.44,0.05,0.1,0.05,0
 0.03 ,21.62,0.09,0.56,0.01,0.45,0.02,0.34,0.12,0,0.74,0.135,12.89,0.47,0.002,0.88,0.77,0.06,0.04,0.04,0
 0.03 ,6.86,0.02,0.67,0.05,0.04,0.02,0.77,0.68,0.05,0.008,0.092,14.37,0.6,0.004,0.34,0.36,0.06,0.02,0,0
 0.05 ,13.04,0.08,0.95,0.05,0.14,0.05,0.57,1.33,0,1,0.065,17.71,0.34,0.004,2.71,2.53,0.08,0.06,0.08,0
 0.07 ,1.1,0.03,0.1,0.08,0.32,0.08,1.46,0.94,0,0.002,0.135,8.08,0.41,0.005,6.53,3,0.1,0.01,0,0
 0.07 ,5.31,0.06,2.5,0,0.01,0.02,1.84,1.48,0,0.005,0.135,19.83,0.7,0.002,0.09,2.92,0,0.06,0.08,0
 0.00 ,9.11,0.01,1.32,0,0.4,0.09,0.68,0.79,0,0.002,0.014,7.16,0.76,0.009,6.82,5.1,0.01,0.07,0.02,0
 0.06 ,26.57,0.01,0.23,0.02,0.05,0.03,0.78,0.33,0,0.5,0.18,17.4,0.94,0.002,10.61,0.41,0,0.02,0.02,0
 0.05 ,24.82,0.08,1.65,0.08,0.1,0.1,1.39,1.3,0,0.008,0.08,9.2,0.61,0.009,3.84,3.84,0.09,0.02,0.08,0
 0.09 ,19.94,0.02,1.28,0.01,0.38,0.01,1.89,1.05,0,0.83,0.184,1.37,0.53,0.001,0.33,1,0.07,0.08,0.07,0
 0.08 ,20.28,0.01,0.99,0.05,0.09,0.05,0.06,0.14,0,0.66,0.144,1.06,0.48,0.006,3.11,3.96,0.02,0.05,0.05,0
 0.08 ,9.88,0.03,1.48,0.09,0.14,0.03,1.72,1.06,0,0.63,0.171,2.75,0.61,0.005,6.18,0.62,0.02,0.02,0.02,0
